HCPCS_Cd,HCPCS_Desc,Brnd_Name,Gnrc_Name,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Tot_Benes_2018,Avg_Spndng_Per_Dsg_Unt_2018,Avg_Spndng_Per_Clm_2018,Avg_Spndng_Per_Bene_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spndng_Per_Dsg_Unt_2019,Avg_Spndng_Per_Clm_2019,Avg_Spndng_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spndng_Per_Dsg_Unt_2020,Avg_Spndng_Per_Clm_2020,Avg_Spndng_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spndng_Per_Dsg_Unt_2021,Avg_Spndng_Per_Clm_2021,Avg_Spndng_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spndng_Per_Dsg_Unt_2022,Avg_Spndng_Per_Clm_2022,Avg_Spndng_Per_Bene_2022,Outlier_Flag_2022,Avg_DY22_ASP_Price,Chg_Avg_Spndng_Per_Dsg_Unt_21_22,CAGR_Avg_Spnd_Per_Dsg_Unt_18_22
J0897,"Injection, denosumab, 1 mg",Prolia*,Denosumab*,1416968973,84040684.1,1078076,533286,16.86051212,1314.349798,2657.052637,0,1605208840,91759929,1192252,589684,17.49357108,1346.367077,2722.150915,0,1626844123,88865339.3,1161150,588171,18.30684647,1401.062845,2765.937326,0,1780811015,92793533.6,1241745,629724,19.19111112,1434.119739,2827.92305,0,2003916528,93824328.5,1280103,657400,21.35817608,1565.433819,3048.245404,0,21.8075,0.112920244,0.060897315
J1000,"Injection, depo-estradiol cypionate, up to 5 mg",Depo-Estradiol,Estradiol Cypionate,285086.97,15353,15325,2935,18.56881196,18.60273866,97.13355026,0,273664.66,14070,14040,2631,19.45022459,19.4917849,104.0154542,0,234041.91,11460,11414,2128,20.42250524,20.50481076,109.9821006,0,211724.08,9818,9777,1645,21.56488898,21.65532167,128.7076474,1,135887.72,6276,6259,1247,21.65196303,21.71077169,108.9717081,1,25.1055,0.00403777,0.039150114
J1020,"Injection, methylprednisolone acetate, 20 mg",Depo-Medrol (J1020)*,MethylprednIsolone Acetate*,1308786.75,279662.1,175979,120951,4.679886012,7.437175743,10.8208014,0,997432.38,266497.5,163579,112237,3.742745729,6.097557633,8.88684106,0,719015.03,204863.5,129531,87199,3.509727355,5.550910824,8.245679767,0,683929.23,215296.1,139862,85303,3.176691217,4.890028957,8.017645687,0,517089.77,163381,105680,62332,3.164932091,4.892976628,8.295735256,0,3.2195,-0.00370169,-0.093156634
J1030,"Injection, methylprednisolone acetate, 40 mg",Depo-Medrol (J1030)*,MethylprednIsolone Acetate*,18181488.54,2754043.4,1893658,1217555,6.601743655,9.601252465,14.93278623,0,17296253.36,2767716.2,1899841,1227027,6.249287178,9.104053108,14.09606582,0,13148369.21,2180212.9,1463617,957254,6.030773054,8.983476695,13.7355072,0,12224204.39,2158194.1,1444693,961271,5.66408943,8.461454711,12.71670985,0,9260159.39,1452819.9,988833,683761,6.373921083,9.36473539,13.54297684,0,6.49775,0.125321406,-0.008741313
J1040,"Injection, methylprednisolone acetate, 80 mg",Depo-Medrol (J1040)*,MethylprednIsolone Acetate*,20626986,1612235.2,1375883,885758,12.7940303,14.99181689,23.28738324,0,18911179.72,1569743.4,1345899,869067,12.04730641,14.05096498,21.76032426,0,13567742.3,1180005.6,995275,648711,11.49803213,13.63215423,20.9149256,0,12107604.02,1142273.5,958951,633512,10.59956658,12.62588393,19.11187794,0,8520678.58,780006.6,653421,452441,10.92385447,13.0401052,18.83268444,0,11.0935,0.030594447,-0.038737207
J1071,"Injection, testosterone cypionate, 1 mg",Depo-Testosterone*,Testosterone Cypionate*,2506442.47,101264137.8,552535,59909,0.024751531,4.536260092,41.8374947,0,2483943.09,93130315.6,513637,56213,0.026671692,4.835989405,44.18805419,0,2185650.35,76098648.7,420976,47560,0.028721277,5.191864501,45.95564235,0,2089198.52,72073178.4,405102,42251,0.028987185,5.15721601,49.44731533,0,1766687.34,64601848.9,368778,38636,0.027347319,4.79065275,45.72645564,0,0.028,-0.056572102,0.025246203
J1100,"Injection, dexamethasone sodium phosphate, 1 mg",Dexamethasone Sodium Phosphate*,Dexamethasone Sodium Phosp/PF*,2281849.39,19521825.5,2502683,1165665,0.116887091,0.911761254,1.957551604,0,2297122.36,19806497,2504573,1189052,0.115978225,0.917171254,1.931893946,0,2046855.14,16461308.7,1969235,884590,0.124343403,1.039416393,2.313902644,0,2447572.98,16556416.9,1985963,921371,0.147832287,1.232436345,2.65644673,0,2032746.16,16842943.5,2043329,993434,0.120688297,0.994820785,2.046181387,0,0.12175,-0.183613413,0.008032773
J1110,"Injection, dihydroergotamine mesylate, per 1 mg",D.H.E.45*,Dihydroergotamine Mesylate*,302266.29,5421,2968,1610,55.75840066,101.8417419,187.7430373,1,38523.63,779,631,368,49.45267009,61.05171157,104.6837772,1,24883.7,617,521,279,40.33014587,47.76142035,89.18888889,0,27431.88,679,511,238,40.40041237,53.68273973,115.26,1,24027.3,514,399,198,46.74571984,60.21879699,121.35,1,57.06975,0.157060463,-0.0431191
J1120,"Injection, acetazolamide sodium, up to 500 mg",Acetazolamide Sodium,Acetazolamide Sodium,209.67,13,12,12,16.12846154,17.4725,17.4725,0,349.65,23,18,13,15.20217391,19.425,26.89615385,1,1133.23,78,19,15,14.52858974,59.64368421,75.54866667,1,471.72,15,12,,31.448,39.31,,1,334.35,17,12,11,19.66764706,27.8625,30.39545455,1,22.52175,-0.374597842,0.050847912
J1160,"Injection, digoxin, up to 0.5 mg",Digoxin*,Digoxin*,529.67,60,60,56,8.827833333,8.827833333,9.458392857,0,376.18,59,51,44,6.375932203,7.376078431,8.549545455,1,308.92,33,30,29,9.361212121,10.29733333,10.65241379,1,251.22,34,31,29,7.388823529,8.103870968,8.662758621,1,415.66,31,25,24,13.4083871,16.6264,17.31916667,1,17.157,0.814684982,0.110147291
J1162,"Injection, digoxin immune fab (ovine), per vial",Digifab,Digoxin Immune Fab,800832.6,252,83,83,3177.907143,9648.585542,9648.585542,0,904977.57,260,79,78,3480.682962,11455.41228,11602.27654,0,427642.7,120,44,42,3563.689167,9719.152273,10181.96905,0,597889.12,163,54,54,3668.031411,11072.02074,11072.02074,0,455688.71,112,40,40,4068.649196,11392.21775,11392.21775,0,4253.0435,0.109218745,0.063719843
J1170,"Injection, hydromorphone, up to 4 mg",Dilaudid*,Hydromorphone HCL/PF*,1380892.64,880357,13700,4399,1.568559846,100.7950832,313.9105797,0,2263045.15,754819.4,14508,4234,2.998127963,155.9860181,534.4934223,0,1590528.3,570862,14210,3990,2.786187029,111.9302111,398.6286466,0,1296061.25,446053,12741,3725,2.905621641,101.7236677,347.935906,0,1197209.91,410869.6,11185,3431,2.913843979,107.0370952,348.9390586,0,3.0915,0.002829803,0.167458093
J1190,"Injection, dexrazoxane hydrochloride, per 250 mg",Dexrazoxane*,Dexrazoxane HCL*,1439524.53,6927,1478,471,207.81356,973.9678823,3056.31535,0,1225920.93,6612,1422,472,185.4084891,862.1103587,2597.290106,0,960973.87,5253,1110,360,182.9381058,865.7422252,2669.371861,0,929417.37,5180,1190,363,179.4242027,781.023,2560.37843,0,1033196.8,6049,1304,409,170.8045627,792.3288344,2526.153545,0,174.13575,-0.048040564,-0.047847753
J1200,"Injection, diphenhydramine hcl, up to 50 mg",Diphenhydramine HCL,Diphenhydramine HCL,343134.09,590311.3,576571,124489,0.581276506,0.595128943,2.756340641,0,404642.76,547971,536111,117258,0.738438275,0.754774217,3.450875505,0,421082.11,544110,532322,105953,0.773891511,0.791028945,3.974234897,0,469167.36,524100.5,512681,104798,0.895185866,0.915125312,4.476873223,0,562469.44,504020.5,492710,100574,1.115965402,1.141583163,5.592592917,0,1.136,0.246629828,0.17710984
J1201,"Injection, cetirizine hydrochloride, 0.5 mg",Quzyttir,Cetirizine HCL,,,,,,,,,,,,,,,,,,,,,,,,,135504.08,8290,406,101,16.34548613,333.7538916,1341.624555,0,182774.94,12255,617,191,14.91431579,296.2316694,956.9368586,0,15.14025,-0.087557527,-0.087557527
J1205,"Injection, chlorothiazide sodium, per 500 mg",Chlorothiazide Sodium*,Chlorothiazide Sodium*,16151.93,287,279,109,56.27850174,57.89222222,148.182844,0,23705.78,408,403,157,58.10240196,58.82327543,150.9922293,0,23685.96,404,394,173,58.62861386,60.11664975,136.9130636,0,25977.37,434,433,207,59.85569124,59.9939261,125.4945411,0,18247.19,382,382,188,47.76751309,47.76751309,97.05952128,1,47.79475,-0.201955368,-0.040162914
J1212,"Injection, dmso, dimethyl sulfoxide, 50%, 50 ml",Rimso-50,Dimethyl Sulfoxide,3891943.96,10254,10235,1673,379.5537312,380.2583254,2326.326336,0,4149799.57,9509,9495,1506,436.4075686,437.0510342,2755.511003,0,3865435.74,7431,7408,1111,520.177061,521.7920815,3479.24009,1,3916042.2,7135,7114,1009,548.8496426,550.469806,3881.11219,1,3630549.69,6189,6180,877,586.6132962,587.4675874,4139.737389,0,636.51425,0.068805098,0.114986629
J1230,"Injection, methadone hcl, up to 10 mg",Methadone HCL,Methadone HCL,3408.04,186,177,56,18.3227957,19.25446328,60.85785714,0,2637.13,149,149,56,17.69885906,17.69885906,47.09160714,0,1217.86,71,71,31,17.15295775,17.15295775,39.28580645,0,1424.97,80,80,32,17.812125,17.812125,44.5303125,0,1254.69,75,75,30,16.7292,16.7292,41.823,0,16.90425,-0.060797069,-0.022490789
J1240,"Injection, dimenhydrinate, up to 50 mg",Dimenhydrinate,Dimenhydrinate,4566.52,944,644,323,4.837415254,7.090869565,14.13783282,0,6623.87,1334.5,787,348,4.963559386,8.41660737,19.0341092,0,10627.36,1965,937,333,5.4083257,11.34189968,31.91399399,0,7250.86,1304,884,334,5.56047546,8.202330317,21.70916168,0,3526.16,523,450,219,6.742179732,7.835911111,16.10118722,0,7.43175,0.212518566,0.086542552
J1245,"Injection, dipyridamole, per 10 mg",Dipyridamole,Dipyridamole,168013.78,211841.6,47661,46970,0.793110418,3.525183693,3.577044497,0,323088.81,239598.7,51647,51033,1.348458109,6.255713013,6.330978191,0,522072.62,178345.3,38027,37662,2.927313588,13.72899834,13.86205247,0,644743.26,190393.4,39413,39040,3.386374003,16.35864461,16.51494006,0,357179.32,103402.2,21735,21602,3.454271959,16.43337106,16.53454865,0,3.5865,0.020050342,0.444626969
J1250,"Injection, dobutamine hydrochloride, per 250 mg",Dobutamine HCL*,Dobutamine HCL*,817939.3,158856,21107,11179,5.148935514,38.75203961,73.16748368,0,1339631.71,171802,21190,10593,7.797532683,63.21999575,126.4638639,0,961264.04,164579,18628,7729,5.840745417,51.60318016,124.3710752,0,1239331.49,165933,18075,7430,7.468866892,68.56605754,166.8010081,0,629067.44,98338,11923,5689,6.396992414,52.76083536,110.5761013,0,6.422,-0.143512328,0.055758522
J1265,"Injection, dopamine hcl, 40 mg",Dopamine HCL*,Dopamine HCL*,17141.42,29406,441,35,0.582922533,38.86943311,489.7548571,0,22183.94,28079,447,34,0.790054489,49.62850112,652.4688235,0,14298.23,22684,439,32,0.630322254,32.57,446.8196875,0,17583.92,24513,451,24,0.717330396,38.98873614,732.6633333,0,18502.46,30594,486,26,0.604774139,38.07090535,711.6330769,0,0.62575,-0.156909923,0.009242643
J1300,"Injection, eculizumab, 10 mg",Soliris,Eculizumab,395796137.3,1980607,16063,1161,199.8357762,24640.23764,340909.6789,0,534927999.9,2683148,21014,1585,199.3658195,25455.79137,337494.0062,0,610425467.6,3001668,22954,1651,203.3620866,26593.42457,369730.7496,0,642451165.9,3123579,24343,1645,205.6778989,26391.61837,390547.8212,0,616117828.1,2775813,21641,1514,221.9594145,28469.93337,406947.0463,0,228.29625,0.079160258,0.026597216
J1301,"Injection, edaravone, 1 mg",Radicava,Edaravone,,,,,,,,,39574364.53,2067032.3,22864,507,19.14549885,1730.85919,78055.94582,0,31056033.88,1602585,17373,428,19.37871244,1787.603401,72560.82682,0,25067596.36,1341066,15561,324,18.69229133,1610.924514,77369.12457,0,18578904.05,904967,11115,242,20.52992435,1671.516334,76772.33079,0,21.002,0.098309672,0.023544874
J1303,"Injection, ravulizumab-cwvz 10 mg",Ultomiris,Ravulizumab-Cwvz,,,,,,,,,20963334.39,94872,373,187,220.9643982,56201.96887,112103.3925,0,146656849.2,652213.5,2487,427,224.8601864,58969.38045,343458.6632,0,177654131.1,789107,2892,510,225.1331329,61429.5059,348341.4335,0,263257392.4,1196370,4499,916,220.0468019,58514.646,287398.9,0,224.21125,-0.022592547,-0.00138615
J1306,"Injection, inclisiran, 1 mg",Leqvio,Inclisiran Sodium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28475760.21,2413247,8641,6779,11.79977027,3295.424165,4200.584188,0,12.053,,
J1322,"Injection, elosulfase alfa, 1 mg",Vimizim,Elosulfase Alfa,,,,,,,,,3428803.92,14680,167,,233.5697493,20531.76,,0,2415712.36,10050,124,,240.3693891,19481.55129,,0,2197743.43,9375,123,,234.4259659,17867.83276,,0,2027234.36,8090,120,,250.5852114,16893.61967,,0,256.39475,0.068931125,0.02371629
J1325,"Injection, epoprostenol, 0.5 mg",Epoprostenol Sodium*,Epoprostenol Sodium*,20175955.62,1293492,7394,535,15.59805211,2728.692943,37712.06658,0,18474781.29,1162301,6807,474,15.89500593,2714.08569,38976.33184,0,17836296,1105860,6529,416,16.12889154,2731.857252,42875.71154,0,16766234.73,1026429,6150,390,16.33452945,2726.217029,42990.34546,0,14398158.82,903768,5358,342,15.93125539,2687.226357,42099.87959,0,16.04375,-0.024688441,0.005298208
J1335,"Injection, ertapenem sodium, 500 mg",Ertapenem*,Ertapenem Sodium*,8733241.07,149437.5,66590,7305,58.44075998,131.1494379,1195.515547,0,7262738.95,154842,71822,7589,46.90419234,101.1213688,957.0086902,0,5020659.96,137726,57381,6354,36.45397354,87.49690594,790.1573749,0,4285460.78,144845,57296,6429,29.58652891,74.79511275,666.5827936,0,2672228.98,138986,59612,6521,19.22660541,44.82703114,409.7882196,0,19.4555,-0.350156773,-0.242649896
J1380,"Injection, estradiol valerate, up to 10 mg",Delestrogen*,Estradiol Valerate*,109161.49,9143,5354,1036,11.93935142,20.38877288,105.3682336,0,92263.69,8688.5,5027,906,10.61905853,18.35362841,101.8363024,0,54320.11,6718.5,3949,692,8.085154424,13.75540896,78.49726879,0,61586.72,5903.5,3617,577,10.4322385,17.02701687,106.7360832,0,49944.57,5187.5,3388,644,9.627868916,14.74160862,77.55368012,0,10.24625,-0.077104218,-0.052373148
J1410,"Injection, estrogen conjugated, per 25 mg",Premarin,"Estrogens, Conjugated",81213.7,654,589,237,124.1799694,137.8840408,342.6738397,1,45528.49,427,365,157,106.6240984,124.735589,289.9903822,1,29610.66,328,236,110,90.27640244,125.4688983,269.1878182,1,30866.36,315,207,110,97.98844444,149.1128502,280.6032727,1,50419.24,374,219,107,134.8108021,230.2248402,471.2078505,1,348.0385,0.375782654,0.020747409
J1430,"Injection, ethanolamine oleate, 100 mg",Ethamolin,Ethanolamine Oleate,12132.62,33,19,19,367.6551515,638.5589474,638.5589474,0,28089.18,71,29,27,395.6222535,968.5924138,1040.34,1,20040.54,49,19,19,408.9906122,1054.765263,1054.765263,1,39529.13,96,34,31,411.7617708,1162.621471,1275.133226,0,28797.76,67,29,29,429.8173134,993.0262069,993.0262069,1,453.07825,0.043849487,0.039826335
J1437,"Injection, ferric derisomaltose, 10 mg",Monoferric,Ferric DerIsomaltose,,,,,,,,,,,,,,,,,,,,,,,,,13124538.73,510670,5168,4256,25.7006261,2539.577928,3083.773198,0,32393441.07,1391329,13977,10750,23.28237324,2317.624746,3013.343355,0,23.65275,-0.09409315,-0.09409315
J1439,"Injection, ferric carboxymaltose, 1 mg",Injectafer,Ferric Carboxymaltose,140612425.6,145773930.5,179302,88696,0.964592401,784.2211776,1585.329954,0,159538667.6,163207195,200003,99458,0.977522269,797.6813729,1604.080794,0,149772045,149707544,182753,89817,1.000430847,819.5326207,1667.524467,0,161942227.7,159511820,195857,96072,1.015236537,826.8391109,1685.63398,0,155020669.9,140515966,172818,85464,1.103224597,897.0169191,1813.870986,0,1.12875,0.086667547,0.034141639
J1442,"Injection, filgrastim (g-csf), excludes biosimilars, 1 microgram",Neupogen,Filgrastim,40366233.53,43785991,87284,14841,0.921898365,462.4700235,2719.913317,0,29665415.34,33567812,66896,12112,0.883745874,443.4557424,2449.258202,0,21669505.7,26055513,50506,9236,0.831666822,429.0481468,2346.200271,0,16004307.51,18942594,37153,6630,0.844884682,430.7675695,2413.922701,0,14520472.74,15032112,30705,5472,0.965963581,472.9025481,2653.595165,0,0.99025,0.143308195,0.01174118
J1447,"Injection, tbo-filgrastim, 1 microgram",Granix,Tbo-Filgrastim,12382730.65,23009929,41317,8373,0.538147278,299.7006232,1478.88817,0,10088120.8,19426262,35150,7187,0.51930324,287.0020142,1403.662279,0,6486718.22,14312207,26151,5777,0.453229765,248.0485725,1122.852384,0,4997448.21,12098403,22082,4955,0.413066767,226.3132058,1008.566743,0,4369261.53,10533301,19814,4263,0.414804583,220.5138554,1024.926467,0,0.42425,0.004207108,-0.063008611
J1448,"Injection, trilaciclib, 1mg",Cosela,Trilaciclib Dihydrochloride,,,,,,,,,,,,,,,,,,,,,,,,,1710572.66,345116,522,105,4.956515085,3276.959119,16291.16819,0,12092253.34,2470269,3954,503,4.895116014,3058.233015,24040.26509,0,4.96225,-0.012387549,-0.012387549
J1450,"Injection fluconazole, 200 mg",Fluconazole In Dextrose*,"Fluconazole In Dextrose,Iso-Os*",10090.55,2289,1287,141,4.408278724,7.84036519,71.5641844,0,5189.91,1039,571,103,4.995101059,9.08915937,50.38747573,0,5115.61,507,311,91,10.08996055,16.44890675,56.21549451,0,2866.96,623,355,69,4.601861958,8.075943662,41.55014493,0,596.37,204,117,46,2.923382353,5.097179487,12.96456522,0,2.938,-0.364739234,-0.097589492
J1453,"Injection, fosaprepitant, 1 mg",Emend*,Fosaprepitant Dimeglumine*,88616214.84,47385322,290404,75435,1.870119503,305.1480518,1174.736062,0,66561500.87,36954636,226910,60085,1.801167812,293.3387725,1107.78898,0,51266657.22,44098407,274781,67007,1.162551228,186.5727879,765.0940532,0,13921517.57,45947612,286935,69586,0.302986749,48.51801826,200.0620465,0,2823784.55,16450887,109983,23873,0.17164938,25.67473655,118.283607,0,0.1725,-0.433475621,-0.44958125
J1454,"Injection, fosnetupitant 235 mg and palonosetron 0.25 mg",Akynzeo (J1454),Fosnetupitant/Palonosetron,,,,,,,,,8958459.66,19833,19416,4721,451.6946332,461.3957386,1897.576713,0,12811817.41,32392,32206,7385,395.5241236,397.8084025,1734.843251,0,22765670.93,36715,36655,7823,620.0645766,621.0795507,2910.094712,0,17422484.92,37832,37728,7841,460.5224392,461.7919031,2221.972315,0,466.113,-0.257299229,0.006472598
J1459,"Injection, immune globulin (privigen), intravenous, non-lyophilized (e.g., liquid), 500 mg",Privigen,Immun Glob G(Igg)/Pro/Iga 0-50,274360293.1,8076079,90836,13725,33.97196748,3020.391619,19989.82099,0,330072600.9,9475975,107038,16415,34.83257405,3083.695518,20107.98665,0,334425289.1,9358536,106498,13706,35.73478684,3140.20253,24399.91894,0,311732182.5,8323213,94781,12064,37.45334674,3288.973344,25839.86924,0,339372820.3,7604636,86591,10844,44.62709593,3919.262051,31295.90744,0,45.92375,0.191538269,0.070580877
J1460,"Injection, gamma globulin, intramuscular, 1 cc",Gamastan*,Immune Globul G (Igg)/Glycine*,153272.42,4444,1206,182,34.48974347,127.0915589,842.1561539,0,154385.36,4124,1227,189,37.43582929,125.8234393,816.8537566,0,153434.02,3945.5,1330,169,38.88835889,115.3639248,907.8936095,0,127946.35,3201.5,1062,117,39.96450102,120.4767891,1093.558547,0,108473.25,2484.3,774,88,43.66350682,140.1463178,1232.650568,0,46.1915,0.092557287,0.060735643
J1551,"Injection, immune globulin (cutaquig), 100 mg",Cutaquig,Immun Glob G(Igg)-Hipp/Maltose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3184641.96,262245,644,121,12.14376617,4945.096211,26319.35504,0,12.3745,,
J1554,"Injection, immune globulin (asceniv), 500 mg",Asceniv,"Immune Globulin,gamma(Igg)slra",,,,,,,,,,,,,,,,,,,,,,,,,4937131.55,12515,110,19,394.4971275,44883.01409,259849.029,1,16956466.29,37879,483,56,447.6482032,35106.55547,302794.0409,0,481.77,0.134731211,0.134731211
J1555,"Injection, immune globulin (cuvitru), 100 mg",Cuvitru,Immun Glob G(Igg)/Gly/Iga Ov50,49216544.88,3701058,9884,1002,13.29796639,4979.41571,49118.30826,0,54379655,4065523,11629,1073,13.37580798,4676.210766,50680.01398,0,73911993.41,5330907,13018,1231,13.86480639,5677.676556,60042.23673,0,81924221.42,5791029,14132,1359,14.14674688,5797.071994,60282.72364,0,91572235.31,6237483,15615,1484,14.6809595,5864.376261,61706.35803,0,14.83975,0.037762224,0.025043515
J1556,"Injection, immune globulin (bivigam), 500 mg",Bivigam,Immun Glob G(Igg)/Gly/Iga Ov50,341056.99,5936,138,14,57.45569239,2471.427464,24361.21357,0,1089372.46,16784,256,94,64.90541349,4255.361172,11589.06872,0,6146124.9,88228,1428,228,69.66184091,4304.009034,26956.68816,0,14563312.2,206823,2696,412,70.41437461,5401.822033,35347.84515,0,55454495.55,797154,9757,1391,69.56559906,5683.560065,39866.6395,0,70.49,-0.01205401,0.048975553
J1557,"Injection, immune globulin, (gammaplex), intravenous, non-lyophilized (e.g., liquid), 500 mg",Gammaplex*,Immun Glob G(Igg)/Gly/Iga 0-50*,19208545.09,406976,5820,1248,47.19822567,3300.437301,15391.46241,0,8767758.61,196404,2638,456,44.64144625,3323.638594,19227.54081,0,11934877.25,232500,2962,336,51.33280538,4029.330604,35520.46801,0,13358292.04,268827,3379,363,49.69103565,3953.327032,36799.70259,0,10223210.46,205394,2516,276,49.77365678,4063.279197,37040.61761,0,50.2375,0.001662697,0.013370994
J1558,"Injection, immune globulin (xembify), 100 mg",Xembify,"Immune Globulin,gamma(Igg)klhw",,,,,,,,,,,,,,,,,7893588.45,505180,1201,284,15.6252988,6572.513281,27794.32553,0,24116608.75,1706474,4067,478,14.13242086,5929.827576,50453.15638,0,26528376.63,1973716,4707,498,13.44082767,5635.941498,53269.83259,0,13.57525,-0.04893664,-0.072532199
J1559,"Injection, immune globulin (hizentra), 100 mg",Hizentra,Immun Glob G(Igg)/Pro/Iga 0-50,139013934.9,14353327,38464,3536,9.685136757,3614.131003,39313.89562,0,166622645.7,16578035,43424,4129,10.05080793,3837.109564,40354.23728,0,201609539.8,19061439,48832,4385,10.57682685,4128.635726,45977.09003,0,222552652.7,19776942,49523,4551,11.25313775,4493.925099,48901.92324,0,270102517.7,22651517,54350,4823,11.92425733,4969.687538,56003.01009,0,12.0705,0.05963844,0.053371092
J1561,"Injection, immune globulin, (gamunex-c/gammaked), non-lyophilized (e.g., liquid), 500 mg",Gammaked*,Immune Globul G/Gly/Iga Avg 46*,370456943.5,10263798,113101,15991,36.09355362,3275.452414,23166.59017,0,385578294.3,11018753,123277,18155,34.99291565,3127.739111,21238.13243,0,385877482.8,10441905,116975,14278,36.95470154,3298.803016,27026.01784,0,423591151.1,10102240,113006,13442,41.93041851,3748.395228,31512.50938,0,426696863,9778318.9,110131,13099,43.63703694,3874.448276,32574.76625,0,44.402,0.040701202,0.048591668
J1566,"Injection, immune globulin, intravenous, lyophilized (e.g., powder), not otherwise specified, 500 mg",Carimune NF Nanofiltered*,Immun Globg(Igg)/Sucr/Iga Ov50*,44385976.61,1303176,16296,2497,34.0598481,2723.734451,17775.72151,0,34322234.92,706763,8816,1566,48.56258027,3893.175467,21917.13596,0,30458987.96,534807,6817,865,56.95323352,4468.092704,35212.70284,0,31007893.03,542088,6788,797,57.20084752,4568.045526,38905.7629,0,36200928.01,515240,6651,800,70.26032142,5442.930087,45251.16001,0,71.6735,0.228309098,0.198441547
J1568,"Injection, immune globulin, (octagam), intravenous, non-lyophilized (e.g., liquid), 500 mg",Octagam,Immun Globg(Igg)/Malt/Iga Ov50,171666328,4874034,63435,10347,35.22058483,2706.176842,16590.92761,0,137801781.7,4058737,52955,9514,33.95188742,2602.243069,14484.10571,0,200376298.6,5174635,68228,9365,38.72278888,2936.863144,21396.29457,0,243387335.5,5966475.1,77461,9609,40.79248323,3142.062915,25329.10141,0,248087938.5,6046304,78555,9887,41.03133724,3158.143192,25092.33726,0,41.889,0.005855344,0.038914427
J1569,"Injection, immune globulin, (gammagard liquid), non-lyophilized, (e.g., liquid), 500 mg",Gammagard Liquid,Immun Glob G(Igg)/Gly/Iga Ov50,378891062.7,9924923,121151,17633,38.17571811,3127.428273,21487.61202,0,359222575.9,9775271,123260,19393,36.74809383,2914.348336,18523.31129,0,389369090.7,10443487,130703,16672,37.2834371,2979.037135,23354.67195,0,504586233.4,12283366,148968,18538,41.07882427,3387.212243,27219.02219,0,631535232.5,14307736,170023,21652,44.13942447,3714.410594,29167.52413,0,45.19325,0.074505545,0.036954887
J1570,"Injection, ganciclovir sodium, 500 mg",Cytovene*,Ganciclovir Sodium*,771011.7,12083,2107,416,63.80962509,365.9286664,1853.39351,0,536076.45,10835,1865,364,49.47636825,287.4404558,1472.7375,0,199278.16,10547,1609,315,18.89429791,123.8521815,632.6290794,0,571773.8,12117,1900,342,47.18773624,300.933579,1671.853216,0,388116.41,8557,1303,263,45.35659811,297.8637068,1475.727795,0,45.72825,-0.038805382,-0.08179729
J1571,"Injection, hepatitis b immune globulin (hepagam b), intramuscular, 0.5 ml",Hepagam B,Hepatitis B Immun Glob/Maltose,38084.9,710,67,22,53.64070423,568.4313433,1731.131818,0,30839.56,623,60,22,49.50170145,513.9926667,1401.798182,0,51127.77,1034,81,28,49.44658607,631.207037,1825.991786,0,72750.38,1290,86,22,56.39564341,845.9346512,3306.835455,0,114392.54,1599,106,21,71.54005003,1079.174906,5447.26381,0,73.861,0.268538591,0.074641708
J1572,"Injection, immune globulin, (flebogamma/flebogamma dif), intravenous,500 mg",Flebogamma Dif,Imm Glob G (Igg)/Sorb/Iga 0-50,42289694.07,1406132,15254,2581,30.07519498,2772.367515,16385.00351,0,18769513.47,634948,7034,1685,29.56070965,2668.398276,11139.17713,0,11004471.19,351558,3815,680,31.30200761,2884.52718,16183.04587,0,4622934.16,146628,1680,354,31.52831765,2751.746524,13059.13605,0,964702.36,25950,390,91,37.17542813,2473.595795,10601.12484,0,38.75025,0.179112332,0.054415744
J1575,"Injection, immune globulin/hyaluronidase, (hyqvia), 100 mg immuneglobulin",Hyqvia,"Igg/Hyaluronidase,recombinant",45755322.63,3314680,9106,944,13.8038431,5024.744414,48469.62143,0,54359445.72,3903000,10807,1144,13.92760587,5030.021812,47516.99801,0,63605948.18,4487129,12112,1145,14.17519937,5251.481851,55551.04645,0,63952848.89,4357219,11645,1102,14.67744653,5491.871953,58033.43819,0,66015696.14,4276895,11668,1081,15.43542597,5657.84163,61069.09911,0,15.61125,0.051642459,0.028323241
